Open,High,Low,Close,Volume,int_range
109.729,110.45,108.66,108.85,10592470,8
108.5,109.1186,107.78,107.83,9002786,12
108.85,109.47,107.52,108.09,8391448,16
107.87,108.26,106.88,107.52,6480113,15
108.36,108.82,107.32,107.44,8205387,15
107.59,108.42,107.15,108.04,5211109,14
107.88,109.07,106.76,108.99,8354942,15
109,111.88,108.84,111.7,14798611,9
111.4,111.79,109.46,110.44,10012135,10
110.5,111.7,110.31,110.63,8099810,14
110.72,111.45,109.82,110.21,6857001,15
110.91,111.87,110.3,111.76,7128051,15
111.2,112.2,110.8674,111.23,8305129,17
111.99,112.2,110.57,110.76,9603782,17
111.53,113.6,111.48,112.96,13773519,14
112.8,113.17,112.3,113.11,8968296,14
114.04,115.16,114.02,114.86,13386574,13
115.54,115.82,114.8,115.48,11434602,14
115.37,115.75,114.6223,114.97,6678780,12
115,115.96,114.83,115.43,9441465,10
115.9,115.99,115,115.5,6984928,10
115.63,117.24,115.5,116.68,7332129,10
117.07,118.69,117,118.09,10048174,13
117.95,118,115.12,116.57,10591095,15
115.94,116.41,115.15,115.86,6977804,17
116.05,116.15,114.8,116.04,7099447,17
116.9,117.51,116.2,116.86,6461932,17
118.62,120,118.07,120,15219945,16
120.01,120.33,119.1,119.98,9347289,11
120.13,120.5,118.25,120.16,11375510,11
120.37,120.4677,119.51,120.34,9823899,14
121.03,121.49,120.031,121.4,11125450,15
121.98,124.34,121.74,124.02,18222134,8
123.25,123.89,120.5,120.72,19834651,13
116.31,122.63,114,121.27,37121943,13
123.96,126.4,123.07,123.22,21101695,11
124.98,125.59,123.555,124.75,13493167,8
124.67,125.675,122.85,122.93,14370124,9
123.07,123.684,121.95,122.81,8376742,11
123.74,124.45,122.31,123.63,12486528,10
123.93,124.65,123.1,123.99,7558893,12
124.08,124.88,123.53,123.91,8343401,11
123.64,124.1753,122,122.46,11582152,15
122.82,124,122.26,123.97,8901367,10
123.72,124.53,123.24,124.13,7342128,10
124.02,125.56,123.87,125.37,10030644,10
125.61,126.2,124.27,124.62,9257144,10
125.08,125.91,124.11,125.64,9431588,10
142.51,143.7,135.21,142.34,81381531,0
144.57,148.29,137.01,139.44,54367382,3
139.17,142.2,136.05,139.08,32177599,10
141.88,142.244,135.9,136.6,40879593,12
137.8,139.25,135.26,136.67,32862037,19
135.64,135.67,133.1,135.08,30510350,20
136.28,136.5,133.55,134.87,36431311,10
137.81,140.4,137.4,139.47,24951612,14
140.08,140.63,137.93,138.38,20580535,14
138.82,143.5,138.02,143.29,30911557,10
142.05,144.68,140.88,142.27,21897597,7
142.1,143.34,141.6,143.01,11759007,7
144.03,145.36,141.27,142.73,17828140,7
143.9,144.38,141.1,141.53,17374776,14
142.65,144.37,141.48,143.95,17759787,7
143.16,143.56,137.52,140.81,24130279,12
141.03,142.38,139.92,140.9,12276690,14
141.75,142.49,139.495,140.99,6975712,16
141.16,145,140.33,144.87,16995802,15
143.01,143.62,141.83,142.2,11934243,20
142.65,143.3785,141.831,142.43,8046241,10
143,144.16,142.25,143.81,10351503,20
144.29,145.87,143.26,145.81,13519912,20
147.38,149.3,146.85,149,14955833,15
149.52,150,148,149.52,11683407,13
150.12,152.25,149.69,151.83,11469369,10
153.53,153.7,150.42,151.23,15342672,11
151.08,154.6,150.48,153.75,15313034,8
155.14,156.41,152.64,153.15,16896075,13
153.96,154.12,151.84,152.11,16739772,12
151.79,152.15,150.31,151.89,11452728,17
152.77,153.23,151.6,152.26,10649112,13
152.36,152.75,150.85,152.44,8460318,13
152.53,156,152.36,155.79,14466317,5
157.85,160.39,151.33,154.15,26058549,8
153.96,158.96,152.82,157.56,14449438,4
156.25,156.61,153.8,154.73,12035333,13
155.47,155.75,149.1,151.91,19529328,17
152.1,153.8,149.6,153.32,12435439,7
154.32,154.32,152.16,153.33,10035631,7
154.83,158.99,154.37,158.84,15906365,4
158.56,159.84,156.8,157.5,15447059,10
156.05,157.71,155.2,157.49,11022555,12
156.2,156.5,151.25,151.77,19298943,10
150.51,152.57,147.5,151.7,22327427,10
154.77,155.08,153.1,154.61,14601839,10
155.74,158.32,154,157.75,18635683,10
160,160.35,158.535,159.5,21318321,10
166.12,168,163.51,163.92,56840344,10
165.36,169.5,164.1,167.5,31492502,15
168.29,170.6,166.98,169.25,22352336,8
170.02,174.77,169.64,174.46,24481894,1
172.9,176.23,172.75,175.8,21939044,4
177,177,174.3,175,20795227,6
174.8,174.94,171.11,171.74,24184674,9
171.15,171.34,167.06,168.3,24615864,11
165.15,169.23,164.35,167.41,19587326,10
169.15,172.39,169.15,171.25,17769969,9
172.54,172.9,170.25,171.74,16486770,6
171.99,172.3863,170.65,171.04,11166595,13
169.47,171.93,168.7378,169.92,15021149,16
170.17,171.11,167,168.14,19988321,10
169.26,170.97,168,170.48,15141851,17
169.99,171.22,168.92,169,12345308,19
171.5,174.2,171.5,174.06,18257911,16
174.89,175.62,173.37,175.31,15629672,15
175.75,179.1,175.56,178.97,22060679,8
177.54,179.93,176.02,177.1,22827671,10
177.9,179.75,176.7,176.7,26567550,11
178.89,180.29,177.75,179.98,22919809,0
180.69,180.87,179.25,180.07,14751937,0
180.02,180.5,176.151,177.95,15396680,2
178.05,178.8611,175.3,177.39,14578768,1
176.2,178.42,175.68,178.14,12749689,3
176.48,177,167.5,169.59,34033654,14
170.01,171.9,166.79,167.02,23696220,10
169.84,171.95,169.45,170.99,18400835,19
170.91,171.88,169.5667,170.24,13956972,20
171.11,173.54,170.74,172.71,13401803,17
174.57,175.13,172.57,173.61,12563384,19
176.06,178.78,173.61,178.56,16714610,15
178.06,180,177.3,178.71,11420594,15
179,179.73,176.03,178.89,11895266,11
177.85,179.87,177.61,179.2,8749276,9
178.97,183.1322,178.75,182.09,15011614,7
181.65,184.46,181.36,183.12,13201284,1
183,183.83,182.6005,183.62,2457439,5
184.04,184.39,180.3478,180.53,15441222,7
